"nome","marca","referencia","categoria","subcategoria","genero","faixa_etaria","tipo_produto","preco","preco_pix","tamanhos_disponiveis","cores_disponiveis","descricao","link","imagem_url","em_estoque","em_liquidacao"
"Sapatilha Moleca 5787.103 Tresse Santorini","Moleca","2348695-15745-TRESSEPRETO","Feminino","Sapatilhas","Feminino","Adulto","Sapatilha","89.90","85.41","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","15745-TRESSE PRETO | 35312-TRESSE BRANCO OFF | 52531-TRESSE NUDE","Conforto O conforto da Sapatilha Moleca 5787.103 Tresse Santorini é garantido por vários fatores. O modelo apresenta uma palmilha acolchoada que ajuda a proporcionar um caminhar macio e confortável, absorvendo os impactos ao longo do dia. Além disso, a sapatilha tem um material flexível, permitindo que ela se ajuste ao pé de maneira natural, sem causar desconforto. Qualidade A Moleca é uma marca reconhecida pela sua qualidade e a sapatilha 5787.103 Tresse Santorini reflete isso com a escolha ...","https://www.chinelarialeilaneneves.com.br/sapatilha-moleca-5787-103-tresse-santorini-15745-tresse-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/1735/07-sapatilha-moleca-5787-103-tresse-santorini.png?ims=290x290","true","false"
"Tamanco Azaleia 18908 Fabi Light","Azaleia","2342603-18908BEGEMARROMMAKE","Feminino","Tamancos","Feminino","Adulto","Tamanco","79.99","75.99","33/34 | 35 | 36 | 37 | 38 | 39/40","18908 BEGE/MARROM MAKE | AZ804 COBRE/NUDE ESCURO | FL AV596 PRETO | marrom cafe","Conforto O Tamanco Azaleia 18908 Fabi Light foi projetado para proporcionar máximo conforto. Sua palmilha macia e a construção leve do calçado oferecem um ajuste perfeito ao pé, proporcionando estabilidade e suavidade ao caminhar. Além disso, a sola com tecnologia antiderrapante ajuda a garantir segurança e aderência durante o uso. Versatil Este tamanco se destaca pela sua versatilidade. Seu design simples e elegante permite que seja facilmente combinado com diferentes estilos de roupas, desd...","https://www.chinelarialeilaneneves.com.br/tamanco-azaleia-18908-fabi-light-18908-bege-marrom-make","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2446/12-tamanco-azaleia-18908-fabi-light.png?ims=290x290","true","false"
"Tamanco Azaleia 18908 Fabi Light","Azaleia","2342603-AZ804COBRENUDEESCURO","Feminino","Tamancos","Feminino","Adulto","Tamanco","79.99","75.99","33/34 | 35 | 36 | 37 | 38 | 39/40","18908 BEGE/MARROM MAKE | AZ804 COBRE/NUDE ESCURO | FL AV596 PRETO | marrom cafe","Conforto O Tamanco Azaleia 18908 Fabi Light foi projetado para proporcionar máximo conforto. Sua palmilha macia e a construção leve do calçado oferecem um ajuste perfeito ao pé, proporcionando estabilidade e suavidade ao caminhar. Além disso, a sola com tecnologia antiderrapante ajuda a garantir segurança e aderência durante o uso. Versatil Este tamanco se destaca pela sua versatilidade. Seu design simples e elegante permite que seja facilmente combinado com diferentes estilos de roupas, desd...","https://www.chinelarialeilaneneves.com.br/tamanco-azaleia-18908-fabi-light-preto-az804-cobre-nude-escuro","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/1230/03-tamanco-azaleia-18908-fabi-light.png?ims=290x290","true","false"
"Tamanco Azaleia 19180 Maria","Azaleia","2353214-BM643VERDESALVIABEGE","Feminino","Tamancos","Feminino","Adulto","Tamanco","109.99","104.49","33/34 | 35 | 36 | 37 | 38 | 39/40","BM637 PRETO/BEGE | BM643 VERDE SALVIA/BEGE","Conforto O Tamanco Azaleia 19180 Maria é equipado com uma palmilha macia e acolchoada, que ajuda a distribuir o peso de forma equilibrada, proporcionando conforto ao longo de várias horas de uso. Isso o torna ideal para quem passa muito tempo em pé ou caminhando. Um dos principais atrativos deste modelo é sua leveza. A construção do tamanco é feita com materiais que não sobrecarregam os pés, garantindo uma sensação de suavidade e conforto. Isso é particularmente vantajoso para o uso diário, p...","https://www.chinelarialeilaneneves.com.br/tamanco-azaleia-19180-maria-bm643-verde-salvia-bege","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2424/06-tamanco-azaleia-19180-maria.png?ims=290x290","true","false"
"Tamanco Beira Rio 8546.200 Napa Turim","Beira Rio","2543707-camel1165napa","Feminino","Tamancos","Feminino","Adulto","Tamanco","159.90","151.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","branco off 526 napa | camel 1165 napa","Conforto O tamanco conta com palmilha ampla, proporcionando conforto ao caminhar. A plataforma levemente elevada ajuda a reduzir o impacto dos passos e melhora a distribuição do peso corporal, garantindo uma sensação agradável mesmo em uso prolongado. Possui tira larga em formato de dedo (estilo chinelo), oferecendo boa sustentação ao pé, além de solado resistente e bem estruturado. Versatilidade Extremamente versátil, este tamanco é ideal para uso diário, passeios, viagens, momentos de lazer...","https://www.chinelarialeilaneneves.com.br/tamanco-beira-rio-8546-200-napa-turim-camel-1165-napa","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12042/05-tamanco-beira-rio-8546-200-napa-turim.png?ims=290x290","true","false"
"Tamanco Beira Rio 8546.210 Napa Turim","Beira Rio","2543727-brancooffnt","Feminino","Tamancos","Feminino","Adulto","Tamanco","159.90","151.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","branco off nt | conhaque 1273","Conforto O tamanco conta com palmilha macia, proporcionando conforto ao caminhar, mesmo em uso prolongado. O solado levemente elevado auxilia na absorção de impacto, enquanto o formato anatômico oferece melhor apoio aos pés, ideal para quem busca bem-estar durante todo o dia. Versatilidade Extremamente versátil, o Tamanco Beira Rio Napa Turim é perfeito para uso diário, passeios, viagens, trabalho informal e momentos de lazer. Combina facilmente com vestidos, saias, shorts, calças e produções...","https://www.chinelarialeilaneneves.com.br/tamanco-beira-rio-8546-210-napa-turim-branco-off-nt","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12018/08-tamanco-beira-rio-8546-210-napa-turim.png?ims=290x290","true","false"
"Tamanco Beira Rio 8546.210 Napa Turim","Beira Rio","2543727-conhaque1273","Feminino","Tamancos","Feminino","Adulto","Tamanco","159.90","151.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","branco off nt | conhaque 1273","Conforto O tamanco conta com palmilha macia, proporcionando conforto ao caminhar, mesmo em uso prolongado. O solado levemente elevado auxilia na absorção de impacto, enquanto o formato anatômico oferece melhor apoio aos pés, ideal para quem busca bem-estar durante todo o dia. Versatilidade Extremamente versátil, o Tamanco Beira Rio Napa Turim é perfeito para uso diário, passeios, viagens, trabalho informal e momentos de lazer. Combina facilmente com vestidos, saias, shorts, calças e produções...","https://www.chinelarialeilaneneves.com.br/tamanco-beira-rio-8546-210-napa-turim-conhaque-1273","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/12011/01-tamanco-beira-rio-8546-210-napa-turim.png?ims=290x290","true","false"
"Tamanco Chinelo Moleca 5554.103 Pvc","Moleca","2539145-101321chocolatepvc","Feminino","Tamancos","Feminino","Adulto","Chinelo","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40","101321 chocolate pvc | 15745 preto pvc","Conforto e Leveza O Tamanco Moleca conta com palmilha macia e anatômica, proporcionando conforto ao caminhar. Seu material em PVC torna o calçado extremamente leve, ideal para uso prolongado sem causar cansaço. O solado baixo e estável garante segurança e bem-estar em cada passo. Versatilidade Muito versátil, esse tamanco pode ser usado em diversas ocasiões, como trabalho informal, passeios, viagens, momentos de lazer e atividades do dia a dia. Combina facilmente com vestidos, saias, shorts, ...","https://www.chinelarialeilaneneves.com.br/tamanco-moleca-5554-103-pvc-101321-chocolate-pvc","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/12/produto/11879/01-tamanco-chinelo-moleca-5554-103-pvc.png?ims=290x290","true","false"
"Tamanco Feminino Modare 7100.110 Lumy","Modare","2531734-98321pretoblack","Feminino","Tamancos","Feminino","Adulto","Tamanco","174.99","166.24","33 | 37 | 38 | 39 | 40","98321 preto/black","Elegância, conforto e brilho na medida certa","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7100-110-lumy-98321-preto-black","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14849/01-tamanco-feminino-modare-7100-110-lumy.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 NP/Sense Flex","Modare","2035241-15745preto","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","102417 OLIVIA/CAMEL | 15745 preto | 7142.106 - CAMEL 1165 | 96782.PRETO 01/CAMEL 1165 | 96783.NUDE 658/CAMEL1165","Confortável A palmilha do tamanco é produzida com materiais macios e acolchoados, que proporcionam um amortecimento adequado ao impacto de cada passo. Esse tipo de palmilha ajuda a reduzir o cansaço, tornando o calçado ideal para quem precisa usar durante o dia todo. Versátil O modelo combina elegância com praticidade, sendo perfeito tanto para o dia a dia quanto para eventos mais informais. O design simples e moderno facilita a combinação com uma variedade de looks, desde roupas mais casuais...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-np-sense-flex-15745-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10168/04-tamanco-modare-7142-106-np-sense-flex.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 NP/Sense Flex","Modare","2035241-102417OLIVIACAMEL","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","102417 OLIVIA/CAMEL | 15745 preto | 7142.106 - CAMEL 1165 | 96782.PRETO 01/CAMEL 1165 | 96783.NUDE 658/CAMEL1165","Confortável A palmilha do tamanco é produzida com materiais macios e acolchoados, que proporcionam um amortecimento adequado ao impacto de cada passo. Esse tipo de palmilha ajuda a reduzir o cansaço, tornando o calçado ideal para quem precisa usar durante o dia todo. Versátil O modelo combina elegância com praticidade, sendo perfeito tanto para o dia a dia quanto para eventos mais informais. O design simples e moderno facilita a combinação com uma variedade de looks, desde roupas mais casuais...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-np-sense-flex-102417-olivia-camel","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/05/produto/6914/01-tamanco-modare-7142-106-np-sense-flex.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 NP/Sense Flex","Modare","2035241-7142.106-CAMEL1165","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","102417 OLIVIA/CAMEL | 15745 preto | 7142.106 - CAMEL 1165 | 96782.PRETO 01/CAMEL 1165 | 96783.NUDE 658/CAMEL1165","Confortável A palmilha do tamanco é produzida com materiais macios e acolchoados, que proporcionam um amortecimento adequado ao impacto de cada passo. Esse tipo de palmilha ajuda a reduzir o cansaço, tornando o calçado ideal para quem precisa usar durante o dia todo. Versátil O modelo combina elegância com praticidade, sendo perfeito tanto para o dia a dia quanto para eventos mais informais. O design simples e moderno facilita a combinação com uma variedade de looks, desde roupas mais casuais...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-np-sen-flex-7142-106-camel-1165","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/315/07-tamanco-modare-7142-106-np-sen-flex.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 NP/Sense Flex","Modare","2035241-96782.PRETO01CAMEL1165","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","102417 OLIVIA/CAMEL | 15745 preto | 7142.106 - CAMEL 1165 | 96782.PRETO 01/CAMEL 1165 | 96783.NUDE 658/CAMEL1165","Confortável A palmilha do tamanco é produzida com materiais macios e acolchoados, que proporcionam um amortecimento adequado ao impacto de cada passo. Esse tipo de palmilha ajuda a reduzir o cansaço, tornando o calçado ideal para quem precisa usar durante o dia todo. Versátil O modelo combina elegância com praticidade, sendo perfeito tanto para o dia a dia quanto para eventos mais informais. O design simples e moderno facilita a combinação com uma variedade de looks, desde roupas mais casuais...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-np-sen-flex-96782-preto-01-camel-1165","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/309/01-tamanco-modare-7142-106-np-sen-flex.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 NP/Sense Flex","Modare","2035241-96783.NUDE658CAMEL1165","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","102417 OLIVIA/CAMEL | 15745 preto | 7142.106 - CAMEL 1165 | 96782.PRETO 01/CAMEL 1165 | 96783.NUDE 658/CAMEL1165","Confortável A palmilha do tamanco é produzida com materiais macios e acolchoados, que proporcionam um amortecimento adequado ao impacto de cada passo. Esse tipo de palmilha ajuda a reduzir o cansaço, tornando o calçado ideal para quem precisa usar durante o dia todo. Versátil O modelo combina elegância com praticidade, sendo perfeito tanto para o dia a dia quanto para eventos mais informais. O design simples e moderno facilita a combinação com uma variedade de looks, desde roupas mais casuais...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-np-sen-flex-96783-nude-658-camel1165","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/312/04-tamanco-modare-7142-106-np-sen-flex.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 Tresse Alba","Modare","2340253-96781NPTAN1080CAMEL11","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","96781 NP/TAN 1080/CAMEL11 | 96782.NP/PRETO 01/CAMEL11 | 96903.VERDE SALVIA/CAMEL.","Conforto O Tamanco Modare 7142.106 conta com a tecnologia Modare Ultraconforto, que proporciona uma palmilha macia e acolchoada, garantindo conforto durante todo o uso. Sua base de plataforma baixa também contribui para uma caminhada mais estável, evitando desconfortos. Versatil O design simples e a tonalidade neutra do tamanco tornam-no fácil de combinar com diferentes estilos e roupas. Seja para um look casual ou para uma produção mais arrumada, o modelo se adapta a diversas situações, torn...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-tresse-alba-96781-np-tan-1080-camel11","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/834/15-tamanco-modare-7142-106-tresse-alba.png?ims=290x290","true","false"
"Tamanco Modare 7142.106 Tresse Alba","Modare","2340253-96782.NPPRETO01CAMEL11","Feminino","Tamancos","Feminino","Adulto","Tamanco","99.90","94.91","33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41","96781 NP/TAN 1080/CAMEL11 | 96782.NP/PRETO 01/CAMEL11 | 96903.VERDE SALVIA/CAMEL.","Conforto O Tamanco Modare 7142.106 conta com a tecnologia Modare Ultraconforto, que proporciona uma palmilha macia e acolchoada, garantindo conforto durante todo o uso. Sua base de plataforma baixa também contribui para uma caminhada mais estável, evitando desconfortos. Versatil O design simples e a tonalidade neutra do tamanco tornam-no fácil de combinar com diferentes estilos e roupas. Seja para um look casual ou para uma produção mais arrumada, o modelo se adapta a diversas situações, torn...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7142-106-tresse-alba-96782-np-preto-01-camel11","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/738/06-tamanco-modare-7142-106-tresse-alba.png?ims=290x290","true","false"
"Tamanco Modare 7151.115 Lezard Paris","Modare","2302003-95373CAMEL1165","Feminino","Tamancos","Feminino","Adulto","Tamanco","129.90","123.41","34 | 35 | 36 | 37 | 38 | 39 | 40","95373 CAMEL/1165","Confortavél A palmilha é acolchoada e projetada para oferecer amortecimento, o que ajuda a reduzir a pressão nos pés durante longos períodos de uso. Isso proporciona maior conforto e minimiza a sensação de cansaço. Versatil O modelo possui uma aparência elegante, mas ao mesmo tempo, tem um estilo descomplicado que permite usá-lo tanto em ambientes de trabalho quanto em ocasiões informais. Ele combina bem com roupas mais formais, como vestidos e saias, mas também pode ser usado com looks mais ...","https://www.chinelarialeilaneneves.com.br/tamanco-modare-7151-115-lezard-pari-95373-camel-1165","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/03/produto/347/01-tamanco-modare-7151-115-lezard-pari.png?ims=290x290","true","false"
